lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch
1e-05,49,,,,,,,,
,49,5.033591270446777,0.1964765191078186,0.8658873438835144,0.0,0.0,0.23817366361618042,0.08052803575992584,0
2e-05,99,,,,,,,,
,99,3.67490291595459,0.12316185235977173,0.9771414995193481,0.0,0.0,0.23452427983283997,0.08493082225322723,0
3e-05,149,,,,,,,,
,149,5.298619270324707,0.1986178606748581,0.962913990020752,0.0,0.0,0.363348126411438,0.08911392092704773,0
4e-05,199,,,,,,,,
,199,1.883276104927063,0.06006989628076553,0.6242590546607971,0.0,0.0,0.05761926248669624,0.08410142362117767,0
5e-05,249,,,,,,,,
,249,1.1933501958847046,0.016264209523797035,0.8285610675811768,0.0,0.0,0.03950490802526474,0.08057569712400436,0
5e-05,299,,,,,,,,
,299,1.5749342441558838,0.029904194176197052,0.9422844648361206,0.0,0.0,0.03456595540046692,0.0739898607134819,0
5e-05,349,,,,,,,,
,349,2.3398473262786865,0.08179105818271637,0.6650267839431763,0.0,0.0,0.03899935260415077,0.06845604628324509,0
5e-05,399,,,,,,,,
,399,1.7141151428222656,0.0446796678006649,0.7483693361282349,0.0,0.0,0.07215241342782974,0.0636577233672142,0
5e-05,449,,,,,,,,
,449,1.6406917572021484,0.03884042054414749,0.7839658260345459,0.0,0.0,0.07991758733987808,0.05739768594503403,0
5e-05,499,,,,,,,,
,499,1.5012519359588623,0.033995371311903,0.8016568422317505,0.0,0.0,0.019687630236148834,0.05358901619911194,0
5e-05,549,,,,,,,,
,549,1.5839496850967407,0.046921513974666595,0.584251344203949,0.0,0.0,0.06126800552010536,0.05221697315573692,0
5e-05,599,,,,,,,,
,599,0.9905506372451782,0.011062596924602985,0.7507784366607666,0.0,0.0,0.018520258367061615,0.050273776054382324,0
5e-05,649,,,,,,,,
,649,1.851586937904358,0.059966959059238434,0.6172288656234741,0.0,0.0,0.0350189208984375,0.0482792966067791,0
5e-05,699,,,,,,,,
,699,1.1633278131484985,0.011540266685187817,0.9260343313217163,0.0,0.0,0.006488228216767311,0.0489259772002697,0
5e-05,749,,,,,,,,
,749,1.667019009590149,0.04181457310914993,0.7383871078491211,0.0,0.0,0.09234047681093216,0.048343028873205185,0
5e-05,799,,,,,,,,
,799,1.5051140785217285,0.04055788740515709,0.6775932908058167,0.0,0.0,0.016363026574254036,0.04858322814106941,0
5e-05,849,,,,,,,,
,849,1.0378336906433105,0.014042120426893234,0.7424588799476624,0.0,0.0,0.014532356522977352,0.04900852590799332,0
5e-05,899,,,,,,,,
,899,0.47397246956825256,0.002608072478324175,0.385486364364624,0.0,0.0,0.03632465749979019,0.05204850062727928,0
5e-05,949,,,,,,,,
,949,0.9344437122344971,0.005454903934150934,0.6469031572341919,0.0,0.0,0.17844247817993164,0.05376500263810158,0
5e-05,999,,,,,,,,
,999,0.3623363971710205,0.006182932760566473,0.2087438702583313,0.0,0.0,0.0299338698387146,0.0578242726624012,0
5e-05,1049,,,,,,,,
,1049,0.9837466478347778,0.0035265078768134117,0.8880475759506226,0.0,0.0,0.02516891062259674,0.06184190884232521,0
5e-05,1099,,,,,,,,
,1099,1.2718212604522705,0.03464021906256676,0.5466843247413635,0.0,0.0,0.032332565635442734,0.06144165247678757,0
5e-05,1149,,,,,,,,
,1149,0.5285754203796387,0.011527370661497116,0.2908858358860016,0.0,0.0,0.007142200600355864,0.06449438631534576,0
5e-05,1199,,,,,,,,
,1199,0.6471840739250183,0.0025640646927058697,0.5939671993255615,0.0,0.0,0.0019355923868715763,0.0686613991856575,0
5e-05,1249,,,,,,,,
,1249,0.7123146653175354,0.01555698923766613,0.38055896759033203,0.0,0.0,0.020615894347429276,0.07192616909742355,0
5e-05,1299,,,,,,,,
,1299,0.8008943200111389,0.01966877654194832,0.36795368790626526,0.0,0.0,0.03956514596939087,0.07561611384153366,0
