lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch,val_per_mask_iou
5e-05,3549,,,,,,,,,
,3549,1.2738202810287476,0.01777481846511364,0.907630205154419,0.0,0.0,0.010693698190152645,0.005502650048583746,2,
5e-05,3599,,,,,,,,,
,3599,0.9723077416419983,0.004842495080083609,0.8708301782608032,0.0,0.0,0.004627641290426254,0.005561136640608311,2,
5e-05,3649,,,,,,,,,
,3649,1.083206295967102,0.005383017938584089,0.9677267074584961,0.0,0.0,0.007819199934601784,0.005689960904419422,2,
5e-05,3699,,,,,,,,,
,3699,0.8417441248893738,0.008946891874074936,0.6496238708496094,0.0,0.0,0.013182379305362701,0.005899639800190926,2,
5e-05,3749,,,,,,,,,
,3749,1.0834225416183472,0.007448901422321796,0.9332501888275146,0.0,0.0,0.0011943140998482704,0.005995070096105337,2,
5e-05,3799,,,,,,,,,
,3799,0.7486512660980225,0.016759485006332397,0.4115445613861084,0.0,0.0,0.0019170073792338371,0.006129059474915266,3,
5e-05,3849,,,,,,,,,
,3849,1.2652957439422607,0.017582837492227554,0.9056708216667175,0.0,0.0,0.007968198508024216,0.006263273302465677,3,
5e-05,3899,,,,,,,,,
,3899,1.0255182981491089,0.005333065055310726,0.9161543846130371,0.0,0.0,0.0027025826275348663,0.006411278620362282,3,
5e-05,3949,,,,,,,,,
,3949,3.473219156265259,0.1352122724056244,0.7605161666870117,0.0,0.0,0.008457532152533531,0.006532163359224796,3,
5e-05,3999,,,,,,,,,
,3999,0.8808282017707825,0.008616588078439236,0.6990049481391907,0.0,0.0,0.009491531178355217,0.006735107861459255,3,
5e-05,4049,,,,,,,,,
,4049,0.9476190209388733,0.0010105869732797146,0.8990706205368042,0.0,0.0,0.02833665907382965,0.006977546960115433,3,
5e-05,4099,,,,,,,,,
,4099,1.0148171186447144,0.0023970818147063255,0.9642564058303833,0.0,0.0,0.002619065111503005,0.007083910517394543,3,
5e-05,4149,,,,,,,,,
,4149,1.272059679031372,0.02504303678870201,0.7683342695236206,0.0,0.0,0.0028646248392760754,0.007211335934698582,3,
5e-05,4199,,,,,,,,,
,4199,0.9322938323020935,0.0008483175188302994,0.9140070080757141,0.0,0.0,0.0013204773422330618,0.007388182450085878,3,
5e-05,4249,,,,,,,,,
,4249,1.0193275213241577,0.004060931969434023,0.9115340113639832,0.0,0.0,0.026574833318591118,0.0076723829843103886,3,
5e-05,4299,,,,,,,,,
,4299,1.137300968170166,0.012317904271185398,0.8868565559387207,0.0,0.0,0.004086396656930447,0.007735059596598148,3,
5e-05,4349,,,,,,,,,
,4349,1.106585144996643,0.0240761861205101,0.6249947547912598,0.0,0.0,6.663679232588038e-05,0.007904540747404099,3,
5e-05,4399,,,,,,,,,
,4399,1.1387008428573608,0.009765643626451492,0.9402137994766235,0.0,0.0,0.0031741964630782604,0.008210929110646248,3,
5e-05,4449,,,,,,,,,
,4449,1.0865797996520996,0.011483252048492432,0.8561340570449829,0.0,0.0,0.0007807571673765779,0.008523138239979744,3,
5e-05,4499,,,,,,,,,
,4499,1.2572064399719238,0.029704473912715912,0.5695357322692871,0.0,0.0,0.09358114004135132,0.00867169164121151,3,
5e-05,4549,,,,,,,,,
,4549,1.2947278022766113,0.022792844101786613,0.8319773077964783,0.0,0.0,0.006893679965287447,0.008829815313220024,3,
5e-05,4599,,,,,,,,,
,4599,0.9828051328659058,0.006774065550416708,0.8152546286582947,0.0,0.0,0.03206922486424446,0.009015822783112526,3,
5e-05,4649,,,,,,,,,
,4649,1.26956307888031,0.022800354287028313,0.8094541430473328,0.0,0.0,0.004101860336959362,0.00915368553251028,3,
5e-05,4699,,,,,,,,,
,4699,0.7171280980110168,0.0070838937535882,0.5721298456192017,0.0,0.0,0.0033203852362930775,0.009270166046917439,3,
5e-05,4749,,,,,,,,,
,4749,1.0025694370269775,0.005984405986964703,0.8763831853866577,0.0,0.0,0.006498102098703384,0.009437911212444305,3,
5e-05,4799,,,,,,,,,
,4799,1.001692771911621,0.010251190513372421,0.7922072410583496,0.0,0.0,0.004461739677935839,0.009632758796215057,3,
5e-05,4849,,,,,,,,,
,4849,1.019465446472168,0.00408710865303874,0.933725893497467,0.0,0.0,0.003997372929006815,0.009865428321063519,3,
5e-05,4899,,,,,,,,,
,4899,1.0575450658798218,0.006434919778257608,0.9246655106544495,0.0,0.0,0.004181169904768467,0.010154051706194878,3,
5e-05,4949,,,,,,,,,
,4949,1.0502972602844238,0.009555315598845482,0.8385404348373413,0.0,0.0,0.02065056562423706,0.010451270267367363,3,
5e-05,4999,,,,,,,,,
,4999,1.249562382698059,0.024592585861682892,0.7575583457946777,0.0,0.0,0.00015238323248922825,0.010589314624667168,3,
,4999,,,,,,,,3,0.005579174496233463
5e-05,5049,,,,,,,,,
,5049,0.8777944445610046,0.005130457226186991,0.6788841485977173,0.0,0.0,0.0963011160492897,0.01088180486112833,4,
5e-05,5099,,,,,,,,,
,5099,0.9597364664077759,0.003911247942596674,0.8810615539550781,0.0,0.0,0.00044993244227953255,0.011130553670227528,4,
5e-05,5149,,,,,,,,,
,5149,1.1751246452331543,0.015758803114295006,0.8352310657501221,0.0,0.0,0.02471751905977726,0.011268879286944866,4,
5e-05,5199,,,,,,,,,
,5199,1.6960245370864868,0.05601976811885834,0.574941873550415,0.0,0.0,0.0006872585508972406,0.01163651142269373,4,
5e-05,5249,,,,,,,,,
,5249,0.9651925563812256,0.0016640796093270183,0.9062356352806091,0.0,0.0,0.02567538619041443,0.012001917697489262,4,
5e-05,5299,,,,,,,,,
,5299,0.8128206729888916,0.0021504077594727278,0.709791362285614,0.0,0.0,0.06002117320895195,0.012560734525322914,4,
5e-05,5349,,,,,,,,,
,5349,0.9281404614448547,0.005052410997450352,0.8241340517997742,0.0,0.0,0.0029582062270492315,0.01306762546300888,4,
5e-05,5399,,,,,,,,,
,5399,0.8462470173835754,0.002842984162271023,0.7783505916595459,0.0,0.0,0.011036737821996212,0.013554909266531467,4,
5e-05,5449,,,,,,,,,
,5449,1.058756709098816,0.009873840026557446,0.854120671749115,0.0,0.0,0.007159209344536066,0.013978088274598122,4,
5e-05,5499,,,,,,,,,
,5499,0.7131471633911133,0.0050172884948551655,0.6124173402786255,0.0,0.0,0.00038401063648052514,0.01442741509526968,4,
5e-05,5549,,,,,,,,,
,5549,1.1940312385559082,0.02807820960879326,0.6298903822898865,0.0,0.0,0.0025765958707779646,0.014963874593377113,4,
5e-05,5599,,,,,,,,,
,5599,0.7488897442817688,0.011966416612267494,0.4994288980960846,0.0,0.0,0.010132514871656895,0.01550822053104639,4,
5e-05,5649,,,,,,,,,
,5649,0.7620328068733215,0.005415112245827913,0.639215886592865,0.0,0.0,0.01451465766876936,0.0159022007137537,4,
5e-05,5699,,,,,,,,,
,5699,1.5234311819076538,0.04099813848733902,0.6693416833877563,0.0,0.0,0.034126803278923035,0.016445858404040337,4,
5e-05,5749,,,,,,,,,
,5749,1.0151160955429077,0.01789737492799759,0.646942138671875,0.0,0.0,0.010226516053080559,0.016822179779410362,4,
5e-05,5799,,,,,,,,,
,5799,1.5934674739837646,0.04028491675853729,0.7132678627967834,0.0,0.0,0.07450127601623535,0.017393652349710464,4,
5e-05,5849,,,,,,,,,
,5849,1.3635698556900024,0.04007124900817871,0.48911991715431213,0.0,0.0,0.07302500307559967,0.017787734046578407,4,
5e-05,5899,,,,,,,,,
,5899,0.9626486897468567,0.0010939401108771563,0.8562285900115967,0.0,0.0,0.08454129844903946,0.018103046342730522,4,
5e-05,5949,,,,,,,,,
,5949,1.9827781915664673,0.056413233280181885,0.8395780324935913,0.0,0.0,0.014935452491044998,0.018675075843930244,4,
5e-05,5999,,,,,,,,,
,5999,1.0514041185379028,0.006288742180913687,0.9157993197441101,0.0,0.0,0.009829948656260967,0.019197287037968636,4,
5e-05,6049,,,,,,,,,
,6049,1.0522541999816895,0.013846336863934994,0.7703339457511902,0.0,0.0,0.004993576090782881,0.01984558440744877,4,
5e-05,6099,,,,,,,,,
,6099,0.8593589663505554,0.010810358449816704,0.6251157522201538,0.0,0.0,0.01803608611226082,0.020607193931937218,4,
5e-05,6149,,,,,,,,,
,6149,1.228575587272644,0.025028210133314133,0.6767153739929199,0.0,0.0,0.05129599571228027,0.02124820090830326,4,
5e-05,6199,,,,,,,,,
,6199,0.8158228993415833,0.0021784575656056404,0.7694083452224731,0.0,0.0,0.0028453897684812546,0.021892940625548363,4,
5e-05,6249,,,,,,,,,
,6249,0.9862307906150818,0.0032479993533343077,0.9158990383148193,0.0,0.0,0.00537175964564085,0.022223342210054398,4,
5e-05,6299,,,,,,,,,
,6299,0.8037947416305542,0.0057861595414578915,0.6788729429244995,0.0,0.0,0.009198581799864769,0.022663157433271408,5,
5e-05,6349,,,,,,,,,
,6349,0.979512095451355,0.0006003720336593688,0.9673091769218445,0.0,0.0,0.0001954758627107367,0.02312796376645565,5,
5e-05,6399,,,,,,,,,
,6399,0.9331098198890686,0.007119222078472376,0.7772320508956909,0.0,0.0,0.013493336737155914,0.023711321875452995,5,
5e-05,6449,,,,,,,,,
,6449,0.8888675570487976,0.003396023763343692,0.7887007594108582,0.0,0.0,0.032246313989162445,0.024203963577747345,5,
5e-05,6499,,,,,,,,,
,6499,1.0111678838729858,0.005132289603352547,0.9052289724349976,0.0,0.0,0.0032931959722191095,0.024991167709231377,5,
5e-05,6549,,,,,,,,,
,6549,1.2545063495635986,0.019613588228821754,0.832910418510437,0.0,0.0,0.029324207454919815,0.02560073882341385,5,
5e-05,6599,,,,,,,,,
,6599,1.1937628984451294,0.013164594769477844,0.853649377822876,0.0,0.0,0.07682164013385773,0.02640896663069725,5,
5e-05,6649,,,,,,,,,
,6649,0.6738619804382324,0.005858937278389931,0.48156145215034485,0.0,0.0,0.07512178272008896,0.026876259595155716,5,
5e-06,6699,,,,,,,,,
,6699,0.7140285968780518,0.006874811369925737,0.5569896697998047,0.0,0.0,0.019542710855603218,0.027630675584077835,5,
5e-06,6749,,,,,,,,,
,6749,0.6352485418319702,0.0030022053979337215,0.5405639410018921,0.0,0.0,0.034640491008758545,0.028343917801976204,5,
5e-06,6799,,,,,,,,,
,6799,1.182613730430603,0.01988101750612259,0.7575451135635376,0.0,0.0,0.02744830772280693,0.029104573652148247,5,
5e-06,6849,,,,,,,,,
,6849,1.0942100286483765,0.008131722919642925,0.8905167579650879,0.0,0.0,0.04105876013636589,0.030089441686868668,5,
5e-06,6899,,,,,,,,,
,6899,0.6558541059494019,0.011524304747581482,0.2381521463394165,0.0,0.0,0.1872158646583557,0.030628444626927376,5,
5e-06,6949,,,,,,,,,
,6949,1.0331065654754639,0.019341949373483658,0.6177184581756592,0.0,0.0,0.02854921668767929,0.031339723616838455,5,
5e-06,6999,,,,,,,,,
,6999,1.0135269165039062,0.007336530368775129,0.8238430023193359,0.0,0.0,0.04295327514410019,0.032245319336652756,5,
5e-06,7049,,,,,,,,,
,7049,1.0062856674194336,0.006740809418261051,0.8684285879135132,0.0,0.0,0.003040867857635021,0.032794173806905746,5,
5e-06,7099,,,,,,,,,
,7099,0.7758492231369019,0.0018623224459588528,0.653945803642273,0.0,0.0,0.0846569612622261,0.033485278487205505,5,
5e-06,7149,,,,,,,,,
,7149,0.863794207572937,0.008993009105324745,0.6314839124679565,0.0,0.0,0.052450135350227356,0.03420138731598854,5,
5e-06,7199,,,,,,,,,
,7199,1.0886902809143066,0.019203823059797287,0.6978989839553833,0.0,0.0,0.006714803632348776,0.035111203789711,5,
5e-06,7249,,,,,,,,,
,7249,0.930824339389801,0.002430121647194028,0.8610039949417114,0.0,0.0,0.021217891946434975,0.0360269770026207,5,
5e-06,7299,,,,,,,,,
,7299,0.9913785457611084,0.004570342134684324,0.8943535685539246,0.0,0.0,0.00561817130073905,0.0367913581430912,5,
5e-06,7349,,,,,,,,,
,7349,0.9049353003501892,0.0035092912148684263,0.8212111592292786,0.0,0.0,0.013538297265768051,0.0375349223613739,5,
5e-06,7399,,,,,,,,,
,7399,0.7611434459686279,0.008440757170319557,0.5346786975860596,0.0,0.0,0.05764959380030632,0.03824290633201599,5,
5e-06,7449,,,,,,,,,
,7449,0.7678532600402832,0.005145607516169548,0.6007744073867798,0.0,0.0,0.06416670233011246,0.03893619030714035,5,
5e-06,7499,,,,,,,,,
,7499,1.01199471950531,0.003913758788257837,0.9072443246841431,0.0,0.0,0.026475224643945694,0.03965580463409424,5,
5e-06,7549,,,,,,,,,
,7549,1.3574028015136719,0.03268784284591675,0.688959002494812,0.0,0.0,0.014686968177556992,0.04043109714984894,6,
5e-06,7599,,,,,,,,,
,7599,0.944165050983429,0.0037748967297375202,0.8412508964538574,0.0,0.0,0.02741623856127262,0.04110553115606308,6,
5e-06,7649,,,,,,,,,
,7649,0.6231843829154968,0.005841132253408432,0.23845046758651733,0.0,0.0,0.26791125535964966,0.04183074086904526,6,
5e-06,7699,,,,,,,,,
,7699,0.9185485243797302,0.0029505034908652306,0.8433106541633606,0.0,0.0,0.016227802261710167,0.04257931560277939,6,
5e-06,7749,,,,,,,,,
,7749,0.9016662836074829,0.008509036153554916,0.7079505920410156,0.0,0.0,0.023534981533885002,0.04347949102520943,6,
5e-06,7799,,,,,,,,,
,7799,0.5593581199645996,0.008793255314230919,0.286271870136261,0.0,0.0,0.09722115844488144,0.044534455984830856,6,
5e-06,7849,,,,,,,,,
,7849,0.9938875436782837,0.0057495455257594585,0.8680310845375061,0.0,0.0,0.010865542106330395,0.04560376703739166,6,
5e-06,7899,,,,,,,,,
,7899,0.49451225996017456,0.004193982575088739,0.39734935760498047,0.0,0.0,0.013283267617225647,0.04642261937260628,6,
5e-06,7949,,,,,,,,,
,7949,1.1722242832183838,0.02419029176235199,0.6705791354179382,0.0,0.0,0.017839355394244194,0.04713384434580803,6,
5e-06,7999,,,,,,,,,
,7999,0.9164313077926636,0.013097391463816166,0.6083757877349854,0.0,0.0,0.046107642352581024,0.04782773554325104,6,
5e-06,8049,,,,,,,,,
,8049,1.551478385925293,0.03862621635198593,0.7473110556602478,0.0,0.0,0.031642936170101166,0.04869488254189491,6,
5e-06,8099,,,,,,,,,
,8099,1.0120303630828857,0.004231100436300039,0.8639733195304871,0.0,0.0,0.06343504786491394,0.04924030229449272,6,
5e-06,8149,,,,,,,,,
,8149,0.8987805843353271,0.005550296511501074,0.7811282873153687,0.0,0.0,0.006646389607340097,0.04964430630207062,6,
5e-06,8199,,,,,,,,,
,8199,0.8947126865386963,0.005393571685999632,0.722711980342865,0.0,0.0,0.06412926316261292,0.05000724643468857,6,
5e-06,8249,,,,,,,,,
,8249,1.046593427658081,0.008794465102255344,0.8616382479667664,0.0,0.0,0.009065832942724228,0.05065369978547096,6,
5e-06,8299,,,,,,,,,
,8299,0.966781735420227,0.005087729077786207,0.7384910583496094,0.0,0.0,0.12653608620166779,0.05142464116215706,6,
5e-06,8349,,,,,,,,,
,8349,1.2791881561279297,0.021983977407217026,0.668549656867981,0.0,0.0,0.17095904052257538,0.052146442234516144,6,
5e-06,8399,,,,,,,,,
,8399,0.7259592413902283,0.005485555622726679,0.5866257548332214,0.0,0.0,0.02962237037718296,0.053048960864543915,6,
5e-06,8449,,,,,,,,,
,8449,0.9471339583396912,0.0037458548322319984,0.8631376028060913,0.0,0.0,0.009079260751605034,0.05359014868736267,6,
5e-06,8499,,,,,,,,,
,8499,1.3926925659179688,0.0322595089673996,0.6940286159515381,0.0,0.0,0.05347375571727753,0.05414452403783798,6,
5e-06,8549,,,,,,,,,
,8549,0.9899542927742004,0.009582067839801311,0.79115229845047,0.0,0.0,0.007160622160881758,0.05469510704278946,6,
5e-06,8599,,,,,,,,,
,8599,1.0201739072799683,0.005681471433490515,0.8947046995162964,0.0,0.0,0.011839727871119976,0.05527897924184799,6,
5e-06,8649,,,,,,,,,
,8649,3.0666210651397705,0.11916754394769669,0.6464616060256958,0.0,0.0,0.03680878132581711,0.056061770766973495,6,
5.000000000000001e-07,8699,,,,,,,,,
,8699,0.8061978220939636,0.002475420478731394,0.7550603151321411,0.0,0.0,0.0016291056526824832,0.05674504488706589,6,
5.000000000000001e-07,8749,,,,,,,,,
,8749,0.7315941452980042,0.0014540842967107892,0.6069992780685425,0.0,0.0,0.09551314264535904,0.05772477015852928,6,
5.000000000000001e-07,8799,,,,,,,,,
,8799,0.9648845791816711,0.00935532245784998,0.7653025388717651,0.0,0.0,0.012475626543164253,0.05862478166818619,7,
5.000000000000001e-07,8849,,,,,,,,,
,8849,0.8369995355606079,0.003715506521984935,0.7029790878295898,0.0,0.0,0.05971034988760948,0.05939723551273346,7,
5.000000000000001e-07,8899,,,,,,,,,
,8899,1.3836853504180908,0.02570454031229019,0.8404966592788696,0.0,0.0,0.029097896069288254,0.06042930856347084,7,
5.000000000000001e-07,8949,,,,,,,,,
,8949,1.2111724615097046,0.027593549340963364,0.5005326867103577,0.0,0.0,0.15876881778240204,0.06142854690551758,7,
5.000000000000001e-07,8999,,,,,,,,,
