lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch,val_per_mask_iou
,8999,0.9804147481918335,0.012446237727999687,0.7115990519523621,0.0,0.0,0.01989087462425232,0.062176663428545,7,
5.000000000000001e-07,9049,,,,,,,,,
,9049,3.6786928176879883,0.15395645797252655,0.5554559230804443,0.0,0.0,0.04410773888230324,0.0627075582742691,7,
5.000000000000001e-07,9099,,,,,,,,,
,9099,0.4685888886451721,0.007813992910087109,0.1950177550315857,0.0,0.0,0.11729128658771515,0.06381111592054367,7,
5.000000000000001e-07,9149,,,,,,,,,
,9149,0.7701030969619751,0.005352277308702469,0.5059937834739685,0.0,0.0,0.1570638120174408,0.0648396834731102,7,
5.000000000000001e-07,9199,,,,,,,,,
,9199,0.899666965007782,0.0054104747250676155,0.7664607763290405,0.0,0.0,0.024996716529130936,0.06583642959594727,7,
5.000000000000001e-07,9249,,,,,,,,,
,9249,0.9854951500892639,0.004952543880790472,0.8577120304107666,0.0,0.0,0.028732219710946083,0.06645173579454422,7,
5.000000000000001e-07,9299,,,,,,,,,
,9299,0.8986634612083435,0.0037667022552341223,0.8164347410202026,0.0,0.0,0.006894652731716633,0.06720473617315292,7,
5.000000000000001e-07,9349,,,,,,,,,
,9349,0.9298906922340393,0.007886569015681744,0.7125934958457947,0.0,0.0,0.059565842151641846,0.06794663518667221,7,
5.000000000000001e-07,9399,,,,,,,,,
,9399,0.6355944871902466,0.0033682186622172594,0.482555627822876,0.0,0.0,0.0856744572520256,0.06845271587371826,7,
5.000000000000001e-07,9449,,,,,,,,,
,9449,1.387887716293335,0.044047679752111435,0.3853294849395752,0.0,0.0,0.12160465121269226,0.0691358894109726,7,
5.000000000000001e-07,9499,,,,,,,,,
,9499,1.4824838638305664,0.04324306920170784,0.5526856184005737,0.0,0.0,0.06493692845106125,0.06952251493930817,7,
5.000000000000001e-07,9549,,,,,,,,,
,9549,1.0302681922912598,0.021071551367640495,0.5935004949569702,0.0,0.0,0.015336609445512295,0.07028201222419739,7,
5.000000000000001e-07,9599,,,,,,,,,
,9599,1.6908667087554932,0.04334115982055664,0.7882694005966187,0.0,0.0,0.03577416390180588,0.07087451219558716,7,
5.000000000000001e-07,9649,,,,,,,,,
,9649,0.8987891674041748,0.012097031809389591,0.6488359570503235,0.0,0.0,0.008012617938220501,0.07182322442531586,7,
5.000000000000001e-07,9699,,,,,,,,,
,9699,1.0284744501113892,0.00646200543269515,0.8950309753417969,0.0,0.0,0.004203357268124819,0.07256031781435013,7,
5.000000000000001e-07,9749,,,,,,,,,
,9749,0.998192548751831,0.006391735281795263,0.8426427245140076,0.0,0.0,0.02771506831049919,0.07298219203948975,7,
5.000000000000001e-07,9799,,,,,,,,,
,9799,0.6866589784622192,0.009417258203029633,0.41914135217666626,0.0,0.0,0.07917247712612152,0.07354030013084412,7,
5.000000000000001e-07,9849,,,,,,,,,
,9849,1.016502857208252,0.0036112237721681595,0.9377562999725342,0.0,0.0,0.006522101350128651,0.07395048439502716,7,
5.000000000000001e-07,9899,,,,,,,,,
,9899,1.2651481628417969,0.04536382481455803,0.35272282361984253,0.0,0.0,0.005148894153535366,0.07456297427415848,7,
5.000000000000001e-07,9949,,,,,,,,,
,9949,0.6770038604736328,0.01112580019980669,0.42025238275527954,0.0,0.0,0.03423546254634857,0.07524076849222183,7,
5.000000000000001e-07,9999,,,,,,,,,
,9999,0.9678490161895752,0.010529657825827599,0.7460579872131348,0.0,0.0,0.011197878047823906,0.07577628642320633,7,
,9999,,,,,,,,7,0.08413330465555191
