lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch
1e-05,49,,,,,,,,
,49,8.56771183013916,0.3677983283996582,0.8083639144897461,0.0,0.0,0.4033809304237366,0.07162143290042877,0
2e-05,99,,,,,,,,
,99,1.2425720691680908,0.049005236476659775,0.2605922222137451,0.0,0.0,0.0018751199822872877,0.09679712355136871,0
3e-05,149,,,,,,,,
,149,4.885432243347168,0.17484652996063232,0.9824693202972412,0.0,0.0,0.4060328006744385,0.10597872734069824,0
4e-05,199,,,,,,,,
,199,3.5602729320526123,0.15270106494426727,0.4769669771194458,0.0,0.0,0.029284650459885597,0.12095016241073608,0
5e-05,249,,,,,,,,
,249,0.5966256260871887,0.010955802164971828,0.32562440633773804,0.0,0.0,0.05188518762588501,0.12359001487493515,0
5e-05,299,,,,,,,,
,299,3.5210843086242676,0.11739806830883026,0.8422731757164001,0.0,0.0,0.33084964752197266,0.12224870175123215,0
5e-05,349,,,,,,,,
,349,2.5413527488708496,0.07719512283802032,0.8007949590682983,0.0,0.0,0.19665539264678955,0.10015702247619629,0
5e-05,399,,,,,,,,
,399,1.3844153881072998,0.014222703874111176,0.9669216275215149,0.0,0.0,0.1330397129058838,0.10169866681098938,0
5e-05,449,,,,,,,,
,449,0.655025839805603,0.004690910689532757,0.5265501737594604,0.0,0.0,0.03465750813484192,0.10559312254190445,0
5e-05,499,,,,,,,,
,499,1.2299994230270386,0.009034916758537292,0.9973602890968323,0.0,0.0,0.05194081366062164,0.10387828201055527,0
5e-05,549,,,,,,,,
,549,0.25795257091522217,0.0017466784920543432,0.18409162759780884,0.0,0.0,0.03892739117145538,0.10086800158023834,0
5e-05,599,,,,,,,,
,599,1.6573220491409302,0.040345530956983566,0.761113166809082,0.0,0.0,0.08929824829101562,0.10109732300043106,0
5e-05,649,,,,,,,,
,649,1.3173598051071167,0.02623363956809044,0.6319999694824219,0.0,0.0,0.16068707406520844,0.096455417573452,0
5e-05,699,,,,,,,,
,699,1.2955412864685059,0.014269039034843445,0.9563673138618469,0.0,0.0,0.05379319190979004,0.0933225229382515,0
5e-05,749,,,,,,,,
,749,1.0920064449310303,0.029611295089125633,0.41097599267959595,0.0,0.0,0.0888044685125351,0.09744391590356827,0
5e-05,799,,,,,,,,
,799,0.8807417154312134,0.01082253735512495,0.6141499280929565,0.0,0.0,0.050141021609306335,0.09831682592630386,0
5e-05,849,,,,,,,,
,849,0.8046875,0.009643098339438438,0.6044787168502808,0.0,0.0,0.007346810307353735,0.10441074520349503,0
5e-05,899,,,,,,,,
,899,0.6504732370376587,0.00059117516502738,0.5905910730361938,0.0,0.0,0.048058707267045975,0.10592342913150787,0
5e-05,949,,,,,,,,
,949,0.9630919098854065,0.008921823464334011,0.7370814085006714,0.0,0.0,0.04757402464747429,0.11185931414365768,0
5e-05,999,,,,,,,,
,999,1.3203485012054443,0.019407499581575394,0.8908395171165466,0.0,0.0,0.041359007358551025,0.11554022878408432,0
5e-05,1049,,,,,,,,
,1049,1.1815869808197021,0.024030447006225586,0.5763497948646545,0.0,0.0,0.12462830543518066,0.11448559165000916,0
5e-05,1099,,,,,,,,
,1099,0.24718105792999268,0.0019361156737431884,0.14700758457183838,0.0,0.0,0.06145116314291954,0.11943493783473969,0
5e-05,1149,,,,,,,,
,1149,1.4357547760009766,0.031821902841329575,0.7736666202545166,0.0,0.0,0.0256500244140625,0.12149383127689362,0
5e-05,1199,,,,,,,,
,1199,1.2439407110214233,0.015318217687308788,0.9094856977462769,0.0,0.0,0.02809061110019684,0.12494152784347534,0
5e-05,1249,,,,,,,,
,1249,1.4470781087875366,0.027505924925208092,0.7609509229660034,0.0,0.0,0.13600866496562958,0.12731428444385529,0
5e-05,1299,,,,,,,,
,1299,0.8630619049072266,0.01775186136364937,0.5078686475753784,0.0,0.0,0.00015606646775268018,0.13239243626594543,0
5e-05,1349,,,,,,,,
,1349,1.0083476305007935,0.013849709182977676,0.727096438407898,0.0,0.0,0.004257116466760635,0.1352711021900177,0
5e-05,1399,,,,,,,,
,1399,0.8941493034362793,0.003922973293811083,0.7424152493476868,0.0,0.0,0.07327460497617722,0.13907016813755035,0
5e-05,1449,,,,,,,,
,1449,1.181099772453308,0.04089462012052536,0.3626860976219177,0.0,0.0,0.0005212664837017655,0.13813377916812897,0
5e-05,1499,,,,,,,,
,1499,1.0131611824035645,0.019887227565050125,0.5988813638687134,0.0,0.0,0.016535339877009392,0.14177708327770233,0
5e-05,1549,,,,,,,,
,1549,0.812024712562561,0.012228183448314667,0.4394872784614563,0.0,0.0,0.12797380983829498,0.14498835802078247,0
5e-05,1599,,,,,,,,
,1599,0.47157227993011475,0.0015473288949579,0.3746192455291748,0.0,0.0,0.06600646674633026,0.14977848529815674,0
5e-05,1649,,,,,,,,
,1649,1.6378507614135742,0.0362064391374588,0.8842648863792419,0.0,0.0,0.029457151889801025,0.15571169555187225,0
5e-05,1699,,,,,,,,
,1699,0.22081510722637177,0.002820175839588046,0.1334090232849121,0.0,0.0,0.03100256621837616,0.1540432572364807,0
5e-05,1749,,,,,,,,
,1749,0.5650158524513245,0.011709320358932018,0.32867395877838135,0.0,0.0,0.0021554618142545223,0.156206414103508,0
5e-05,1799,,,,,,,,
,1799,0.18265776336193085,0.004316661041229963,0.0948297381401062,0.0,0.0,0.0014948068419471383,0.1610889583826065,0
