lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch
,1549,1.1813876628875732,0.014419655315577984,0.8917413353919983,0.0,0.0,0.0012531876564025879,0.001507792854681611,1
5e-05,1599,,,,,,,,
,1599,1.2258411645889282,0.012401623651385307,0.9608032703399658,0.0,0.0,0.017005402594804764,0.001514057395979762,1
5e-05,1649,,,,,,,,
,1649,1.3081785440444946,0.024570217356085777,0.8118820190429688,0.0,0.0,0.004892175085842609,0.0016297921538352966,1
5e-05,1699,,,,,,,,
,1699,1.0034900903701782,0.0038224589079618454,0.9244461059570312,0.0,0.0,0.0025947745889425278,0.0017146420432254672,1
5e-05,1749,,,,,,,,
,1749,1.075358271598816,0.00656041270121932,0.9417709112167358,0.0,0.0,0.002379039768129587,0.001742099062539637,1
5e-05,1799,,,,,,,,
,1799,1.2091118097305298,0.015888800844550133,0.8804043531417847,0.0,0.0,0.010931376367807388,0.001785604632459581,1
5e-05,1849,,,,,,,,
,1849,1.128372073173523,0.015676921233534813,0.8048626184463501,0.0,0.0,0.009971077553927898,0.0018933361861854792,1
5e-05,1899,,,,,,,,
,1899,1.3338408470153809,0.022775717079639435,0.8713327050209045,0.0,0.0,0.006993791554123163,0.0019735852256417274,1
