val_precision,val_recall,val_f1,val_acc,average_loss,epoch,step,lr-AdamW,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou
0.9851402044296265,0.9953197240829468,0.9902037978172302,0.99835205078125,20.117895126342773,1,9,,,,,,,,
0.0,0.0,0.0,0.7027079463005066,23.90924835205078,3,19,,,,,,,,
3.578906034817919e-05,0.00012156576849520206,5.529826376005076e-05,0.6321055293083191,16.061796188354492,4,29,,,,,,,,
0.9918628334999084,0.9705810546875,0.9811065793037415,0.9968719482421875,13.31560230255127,6,39,,,,,,,,
,,,,,,49,1e-05,,,,,,,
,,,,,8,49,,3.2698862552642822,0.06377962231636047,0.994293749332428,0.0,0.0,1.0,0.0123904412612319
0.6199975609779358,0.9275467991828918,0.7432119846343994,0.9463653564453125,12.676196098327637,8,49,,,,,,,,
0.0,0.0,0.0,0.7026824951171875,10.633182525634766,9,59,,,,,,,,
0.6689050197601318,0.9687575697898865,0.7913800477981567,0.9572601318359375,11.331123352050781,11,69,,,,,,,,
0.9934989809989929,0.5201799273490906,0.6828373074531555,0.959564208984375,8.171606063842773,13,79,,,,,,,,
0.8215291500091553,0.9750789999961853,0.8917424082756042,0.9801890254020691,8.43785285949707,14,89,,,,,,,,
,,,,,,99,2e-05,,,,,,,
,,,,,16,99,,14.436416625976562,0.6326166987419128,0.9978118538856506,0.0,0.0,0.7862701416015625,0.01312776654958725
0.9974479675292969,0.5939095616340637,0.7445138692855835,0.9658915400505066,8.695501327514648,16,99,,,,,,,,
0.4289683997631073,0.9758691787719727,0.5959650278091431,0.8892771601676941,7.174124240875244,18,109,,,,,,,,
0.42841827869415283,0.48583757877349854,0.45532482862472534,0.9027354121208191,4.4821906089782715,19,119,,,,,,,,
0.0,0.0,0.0,0.7729746699333191,6.81054162979126,21,129,,,,,,,,
