lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch
,1099,1.4550659656524658,0.03902790695428848,0.6706488132476807,0.0,0.0,0.003859099466353655,0.0015094650443643332,0
5e-05,1149,,,,,,,,
,1149,1.0913951396942139,0.005044787656515837,0.978144645690918,0.0,0.0,0.012354697100818157,0.001449376461096108,0
5e-05,1199,,,,,,,,
,1199,1.7888706922531128,0.04546500742435455,0.8581149578094482,0.0,0.0,0.02145569771528244,0.0013868020614609122,0
5e-05,1249,,,,,,,,
,1249,1.3392094373703003,0.023667801171541214,0.8528642654418945,0.0,0.0,0.012989133596420288,0.0013328788336366415,0
5e-05,1299,,,,,,,,
,1299,1.3826966285705566,0.03352110832929611,0.686111330986023,0.0,0.0,0.02616306021809578,0.001308303326368332,1
5e-05,1349,,,,,,,,
,1349,1.0595252513885498,0.003153347410261631,0.9890478849411011,0.0,0.0,0.007410437799990177,0.001280596829019487,1
5e-05,1399,,,,,,,,
,1399,1.1880391836166382,0.023016657680273056,0.7266679406166077,0.0,0.0,0.0010380898602306843,0.0012514230329543352,1
5e-05,1449,,,,,,,,
,1449,1.113393783569336,0.007244127802550793,0.9653480052947998,0.0,0.0,0.0031632031314074993,0.0012172188144177198,1
5e-05,1499,,,,,,,,
,1499,1.1749824285507202,0.013862395659089088,0.8966416716575623,0.0,0.0,0.0010927588446065784,0.0012137008598074317,1
5e-05,1549,,,,,,,,
,1549,1.0738599300384521,0.004970896523445845,0.96729975938797,0.0,0.0,0.007142166141420603,0.0012556285364553332,1
5e-05,1599,,,,,,,,
,1599,1.095806360244751,0.006905066315084696,0.9559874534606934,0.0,0.0,0.0017175115644931793,0.0012652286095544696,1
5e-05,1649,,,,,,,,
,1649,1.0291863679885864,0.003912295214831829,0.9487216472625732,0.0,0.0,0.002218784298747778,0.0013189740711823106,1
5e-05,1699,,,,,,,,
,1699,1.1827870607376099,0.012217669747769833,0.9243912696838379,0.0,0.0,0.014042375609278679,0.0013295062817633152,1
5e-05,1749,,,,,,,,
,1749,1.835825800895691,0.0602644719183445,0.6022704839706421,0.0,0.0,0.02826588600873947,0.0014039356028661132,1
5e-05,1799,,,,,,,,
,1799,1.2705225944519043,0.03644957020878792,0.5415310263633728,0.0,0.0,2.1415650053313584e-07,0.0014004523400217295,1
5e-05,1849,,,,,,,,
,1849,1.0529524087905884,0.004027987364679575,0.9714803695678711,0.0,0.0,0.0009123469353653491,0.0014062253758311272,1
5e-05,1899,,,,,,,,
,1899,1.23976731300354,0.01869218796491623,0.8638976812362671,0.0,0.0,0.0020258938893675804,0.0015443667070940137,1
5e-05,1949,,,,,,,,
,1949,1.8546528816223145,0.05986743047833443,0.6328634023666382,0.0,0.0,0.02444092184305191,0.0015985964564606547,1
5e-05,1999,,,,,,,,
,1999,0.9330121278762817,0.008057364262640476,0.7634813785552979,0.0,0.0,0.008383441716432571,0.001619461108930409,1
5e-05,2049,,,,,,,,
,2049,1.0673365592956543,0.007399945054203272,0.9177601933479309,0.0,0.0,0.0015775405336171389,0.001729066832922399,1
5e-05,2099,,,,,,,,
,2099,1.1121785640716553,0.006496343296021223,0.9814802408218384,0.0,0.0,0.0007715134415775537,0.0017823874950408936,1
5e-05,2149,,,,,,,,
,2149,1.0371700525283813,0.007578317075967789,0.8585587739944458,0.0,0.0,0.02704489976167679,0.0018882759613916278,1
5e-05,2199,,,,,,,,
,2199,1.554323673248291,0.040924783796072006,0.7116004824638367,0.0,0.0,0.02422746643424034,0.001968635944649577,1
5e-05,2249,,,,,,,,
,2249,1.1457695960998535,0.012630374170839787,0.8887596130371094,0.0,0.0,0.004402475897222757,0.002024282468482852,1
5e-05,2299,,,,,,,,
,2299,1.5159937143325806,0.031734153628349304,0.8788115382194519,0.0,0.0,0.00249906862154603,0.002201545750722289,1
5e-05,2349,,,,,,,,
,2349,1.0858370065689087,0.006258077919483185,0.9593765735626221,0.0,0.0,0.0012989036040380597,0.002415719674900174,1
5e-05,2399,,,,,,,,
,2399,1.0394408702850342,0.0030384480487555265,0.9770776033401489,0.0,0.0,0.001594339031726122,0.0025620763190090656,1
5e-05,2449,,,,,,,,
,2449,1.0596730709075928,0.004128058906644583,0.9751083850860596,0.0,0.0,0.0020035384222865105,0.002643917454406619,1
5e-05,2499,,,,,,,,
,2499,1.0657848119735718,0.007405688986182213,0.9163116812705994,0.0,0.0,0.0013593193143606186,0.0027440860867500305,1
5e-05,2549,,,,,,,,
,2549,1.2291908264160156,0.01519247330725193,0.9246400594711304,0.0,0.0,0.0007013302529230714,0.003036343026906252,2
5e-05,2599,,,,,,,,
,2599,1.0369799137115479,0.008309999480843544,0.858500063419342,0.0,0.0,0.012279827147722244,0.0030924442689865828,2
5e-05,2649,,,,,,,,
,2649,0.97381591796875,0.013851546682417393,0.6603537797927856,0.0,0.0,0.0364312008023262,0.0034085826482623816,2
5e-05,2699,,,,,,,,
,2699,0.8516311049461365,0.025438815355300903,0.3234785795211792,0.0,0.0,0.019376209005713463,0.0035875632893294096,2
5e-05,2749,,,,,,,,
,2749,1.1054673194885254,0.009529140777885914,0.9125867486000061,0.0,0.0,0.0022977935150265694,0.003691513556987047,2
5e-05,2799,,,,,,,,
,2799,1.0530821084976196,0.0036872688215225935,0.9769672155380249,0.0,0.0,0.002369554480537772,0.0038241250440478325,2
5e-05,2849,,,,,,,,
,2849,1.1376413106918335,0.02169007621705532,0.7024444937705994,0.0,0.0,0.0013953478774055839,0.0038926973938941956,2
5e-05,2899,,,,,,,,
,2899,2.0471816062927246,0.0706949457526207,0.6082760691642761,0.0,0.0,0.025006534531712532,0.003908286802470684,2
5e-05,2949,,,,,,,,
,2949,1.5466511249542236,0.03250499442219734,0.7335371971130371,0.0,0.0,0.16301403939723969,0.004007947165518999,2
5e-05,2999,,,,,,,,
,2999,0.8350274562835693,0.007081880234181881,0.6908546090126038,0.0,0.0,0.0025351981166750193,0.0041687823832035065,2
5e-05,3049,,,,,,,,
,3049,1.0627224445343018,0.004572778474539518,0.9706192016601562,0.0,0.0,0.0006476356065832078,0.0042522987350821495,2
5e-05,3099,,,,,,,,
,3099,1.084653377532959,0.010140291415154934,0.8769643306732178,0.0,0.0,0.004883128684014082,0.004430105909705162,2
5e-05,3149,,,,,,,,
,3149,1.0958870649337769,0.015332547016441822,0.7877665758132935,0.0,0.0,0.0014695306308567524,0.004459472838789225,2
5e-05,3199,,,,,,,,
,3199,1.1213840246200562,0.015212182886898518,0.811359167098999,0.0,0.0,0.00578116811811924,0.004529848694801331,2
5e-05,3249,,,,,,,,
,3249,1.0044881105422974,0.0007092532468959689,0.9885913133621216,0.0,0.0,0.0017117480747401714,0.004751334898173809,2
5e-05,3299,,,,,,,,
,3299,1.0176485776901245,0.004919535480439663,0.9170902967453003,0.0,0.0,0.00216761976480484,0.004874236881732941,2
5e-05,3349,,,,,,,,
,3349,2.2905521392822266,0.0866217389702797,0.5460204482078552,0.0,0.0,0.012096777558326721,0.005238452460616827,2
5e-05,3399,,,,,,,,
,3399,1.2868901491165161,0.021716928109526634,0.8504746556282043,0.0,0.0,0.0020769303664565086,0.005249277222901583,2
5e-05,3449,,,,,,,,
,3449,1.1888439655303955,0.01464675460010767,0.8851310014724731,0.0,0.0,0.010777861811220646,0.005358180962502956,2
5e-05,3499,,,,,,,,
,3499,1.1585190296173096,0.027725927531719208,0.3576900362968445,0.0,0.0,0.24631035327911377,0.0054409801959991455,2
5e-05,3549,,,,,,,,
,3549,1.1836236715316772,0.023975785821676254,0.7014935612678528,0.0,0.0,0.002614338882267475,0.0056896330788731575,2
5e-05,3599,,,,,,,,
,3599,1.0521116256713867,0.004285389091819525,0.9658321738243103,0.0,0.0,0.0005717847379855812,0.005999536253511906,2
5e-05,3649,,,,,,,,
,3649,1.5515714883804321,0.034823913127183914,0.85000079870224,0.0,0.0,0.005092463921755552,0.0061816382221877575,2
5e-05,3699,,,,,,,,
,3699,1.5669726133346558,0.03644837439060211,0.8368500471115112,0.0,0.0,0.0011549827177077532,0.006247046869248152,2
5e-05,3749,,,,,,,,
,3749,1.070457100868225,0.013636894524097443,0.7749050855636597,0.0,0.0,0.022814130410552025,0.006348371971398592,2
5e-05,3799,,,,,,,,
,3799,1.0130717754364014,0.0010974809993058443,0.9910107851028442,0.0,0.0,0.00011128483311040327,0.006536639761179686,3
5e-05,3849,,,,,,,,
,3849,0.9886545538902283,0.0060101468116045,0.8679660558700562,0.0,0.0,0.0004855605657212436,0.00671314587816596,3
5e-05,3899,,,,,,,,
,3899,2.1387665271759033,0.0763835683465004,0.583177387714386,0.0,0.0,0.02791776694357395,0.006973475217819214,3
5e-05,3949,,,,,,,,
,3949,1.0217453241348267,0.006513033993542194,0.8880189061164856,0.0,0.0,0.0034657518845051527,0.007378184702247381,3
5e-05,3999,,,,,,,,
,3999,1.1811871528625488,0.012478513643145561,0.922732949256897,0.0,0.0,0.008883897215127945,0.0076288883574306965,3
5e-05,4049,,,,,,,,
,4049,1.0313119888305664,0.0038617586251348257,0.9516223073005676,0.0,0.0,0.0024545551277697086,0.007944784127175808,3
5e-05,4099,,,,,,,,
,4099,1.0986570119857788,0.007104987278580666,0.9546787142753601,0.0,0.0,0.0018786781001836061,0.008119454607367516,3
5e-05,4149,,,,,,,,
,4149,1.1621925830841064,0.029001064598560333,0.5755577087402344,0.0,0.0,0.0066136387176811695,0.008219476789236069,3
5e-05,4199,,,,,,,,
,4199,1.0401612520217896,0.00267529278062284,0.9853076934814453,0.0,0.0,0.00134764623362571,0.008290821686387062,3
5e-05,4249,,,,,,,,
,4249,0.9302728772163391,0.002477240050211549,0.87717604637146,0.0,0.0,0.0035520184319466352,0.008474660106003284,3
5e-05,4299,,,,,,,,
,4299,1.3130112886428833,0.0243916567414999,0.8200425505638123,0.0,0.0,0.005135693121701479,0.00861398410052061,3
5e-05,4349,,,,,,,,
,4349,1.0380678176879883,0.006216171197593212,0.9130973815917969,0.0,0.0,0.0006471265223808587,0.008783743716776371,3
5e-05,4399,,,,,,,,
,4399,1.6013720035552979,0.04158502444624901,0.7541219592094421,0.0,0.0,0.015549558214843273,0.009009885601699352,3
5e-05,4449,,,,,,,,
,4449,0.9546271562576294,0.013271449133753777,0.6855151653289795,0.0,0.0,0.0036829840391874313,0.00922249536961317,3
5e-05,4499,,,,,,,,
,4499,1.1096439361572266,0.02388988994061947,0.6125823855400085,0.0,0.0,0.01926375925540924,0.009542252868413925,3
5e-05,4549,,,,,,,,
,4549,1.0379472970962524,0.010050459764897823,0.8155210614204407,0.0,0.0,0.021416978910565376,0.009816654957830906,3
5e-05,4599,,,,,,,,
,4599,1.122901439666748,0.013882520608603954,0.8094618916511536,0.0,0.0,0.0357891283929348,0.010136198252439499,3
5e-05,4649,,,,,,,,
,4649,1.1349098682403564,0.014844780787825584,0.835148811340332,0.0,0.0,0.0028653829358518124,0.010468050837516785,3
5e-05,4699,,,,,,,,
,4699,1.2293583154678345,0.02258998341858387,0.7494680881500244,0.0,0.0,0.02809063345193863,0.010838848538696766,3
5e-05,4749,,,,,,,,
,4749,1.0076900720596313,0.017930762842297554,0.6393899917602539,0.0,0.0,0.009684817865490913,0.011112087406218052,3
5e-05,4799,,,,,,,,
,4799,0.8896498680114746,0.009332298301160336,0.7026271820068359,0.0,0.0,0.0003766994923353195,0.011414376087486744,3
5e-05,4849,,,,,,,,
,4849,1.0165205001831055,0.0024051328655332327,0.9641498327255249,0.0,0.0,0.004268058110028505,0.01159706711769104,3
5e-05,4899,,,,,,,,
,4899,0.7122055888175964,0.0038405084051191807,0.5943586230278015,0.0,0.0,0.04103677347302437,0.0117651941254735,3
5e-05,4949,,,,,,,,
,4949,1.1826093196868896,0.02687232568860054,0.49987179040908813,0.0,0.0,0.14529109001159668,0.01190925296396017,3
5e-05,4999,,,,,,,,
,4999,0.8470969200134277,0.009056867100298405,0.564119279384613,0.0,0.0,0.10184028744697571,0.012181578204035759,3
