lr-AdamW,step,loss,loss_focal,loss_dice,loss_classification,acc,loss_iou,train_per_mask_iou,epoch
1e-05,49,,,,,,,,
,49,5.665558815002441,0.2209334820508957,0.9983518123626709,0.0,0.0,0.24853730201721191,0.055770616978406906,0
2e-05,99,,,,,,,,
,99,1.407750129699707,0.008687516674399376,0.9711432456970215,0.0,0.0,0.26285648345947266,0.0556553415954113,0
3e-05,149,,,,,,,,
,149,2.22916841506958,0.05017326399683952,0.9844009876251221,0.0,0.0,0.2413022220134735,0.029277164489030838,0
4e-05,199,,,,,,,,
,199,3.2513599395751953,0.10071904957294464,0.7783167362213135,0.0,0.0,0.4586622714996338,0.0342143289744854,0
5e-05,249,,,,,,,,
,249,1.8626658916473389,0.0388357937335968,0.9092052578926086,0.0,0.0,0.17674469947814941,0.03306646645069122,0
5e-05,299,,,,,,,,
,299,1.389332890510559,0.016645144671201706,0.9928058385848999,0.0,0.0,0.06362409144639969,0.027964668348431587,0
5e-05,349,,,,,,,,
,349,1.2232184410095215,0.007548870053142309,0.9950503706932068,0.0,0.0,0.07719063758850098,0.025876402854919434,0
5e-05,399,,,,,,,,
,399,1.8616853952407837,0.05532117933034897,0.7297289371490479,0.0,0.0,0.025532856583595276,0.024363763630390167,0
5e-05,449,,,,,,,,
,449,1.4758397340774536,0.026631509885191917,0.9048714637756348,0.0,0.0,0.03833802789449692,0.022727495059370995,0
5e-05,499,,,,,,,,
,499,1.4947400093078613,0.03283693641424179,0.8275993466377258,0.0,0.0,0.010401908308267593,0.020930195227265358,0
5e-05,549,,,,,,,,
,549,1.2039732933044434,0.018230320885777473,0.8011244535446167,0.0,0.0,0.0382423996925354,0.013391762971878052,0
5e-05,599,,,,,,,,
,599,1.3540003299713135,0.020606663078069687,0.919579029083252,0.0,0.0,0.02228809893131256,0.0097718620672822,0
5e-05,649,,,,,,,,
,649,1.6769256591796875,0.04548553749918938,0.7610059976577759,0.0,0.0,0.006208870559930801,0.008372746407985687,0
5e-05,699,,,,,,,,
,699,1.4232280254364014,0.025020910426974297,0.9069705009460449,0.0,0.0,0.0158393532037735,0.003962885122746229,0
5e-05,749,,,,,,,,
,749,1.221250057220459,0.01983349397778511,0.803336501121521,0.0,0.0,0.021243631839752197,0.0025296732783317566,0
5e-05,799,,,,,,,,
,799,1.5886563062667847,0.042111836373806,0.7247827053070068,0.0,0.0,0.021636858582496643,0.002588629722595215,0
5e-05,849,,,,,,,,
,849,1.3260009288787842,0.016863301396369934,0.9631829857826233,0.0,0.0,0.02555185928940773,0.002747330581769347,0
5e-05,899,,,,,,,,
,899,1.688200831413269,0.04579427093267441,0.7688678503036499,0.0,0.0,0.0034475475549697876,0.002431116532534361,0
5e-05,949,,,,,,,,
,949,1.605727195739746,0.04419801011681557,0.6865191459655762,0.0,0.0,0.035247862339019775,0.0024936299305409193,0
5e-05,999,,,,,,,,
,999,1.4685324430465698,0.027146155014634132,0.900802731513977,0.0,0.0,0.02480660006403923,0.00239822780713439,0
5e-05,1049,,,,,,,,
,1049,1.207611322402954,0.01815309002995491,0.8271688222885132,0.0,0.0,0.017380714416503906,0.0025994605384767056,0
5e-05,1099,,,,,,,,
,1099,1.7771687507629395,0.04390833526849747,0.8714409470558167,0.0,0.0,0.027561187744140625,0.0021569186355918646,0
5e-05,1149,,,,,,,,
,1149,1.3675036430358887,0.025889918208122253,0.8461275696754456,0.0,0.0,0.0035777688026428223,0.0021324949339032173,0
5e-05,1199,,,,,,,,
,1199,1.2003834247589111,0.01276231650263071,0.9424456357955933,0.0,0.0,0.002691522240638733,0.0021164994686841965,0
5e-05,1249,,,,,,,,
,1249,1.2309441566467285,0.012564573436975479,0.9569987058639526,0.0,0.0,0.02265407145023346,0.0024101727176457644,0
