val_precision,val_recall,val_f1,val_acc,average_loss,epoch,step
0.9379578828811646,0.9961099028587341,0.9661597013473511,0.9941609501838684,31.159215927124023,1,9
0.11481361836194992,0.7112205028533936,0.19771046936511993,0.5169932246208191,27.921112060546875,3,19
0.6227666735649109,0.9872964024543762,0.7637654542922974,0.9488932490348816,20.063703536987305,4,29
0.2335928976535797,0.9755045175552368,0.37692734599113464,0.7301279902458191,14.527745246887207,6,39
